Brand Name,Model Name,Model ID,City,Variant Name,Version ID,Transmission Type,Fuel Type,Ex-Showroom Price,On-Road Price
Tata,Nexon,2333,235,Pure 1.5 Diesel 6AMT,16651,Automatic (AMT),Diesel,1169990,Rs. 13.28 Lakh
Tata,Nexon,2333,235,Creative 1.2 iCNG,16423,Manual,CNG,1169000,Rs. 13.28 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6MT Dual Tone,14993,Manual,Petrol,1169990,Rs. 13.29 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6AMT Dark Edition,16531,Automatic (AMT),Petrol,1169990,Rs. 13.29 Lakh
Tata,Nexon,2333,235,Creative 1.2 iCNG Dual Tone,18485,Manual,CNG,1179990,Rs. 13.40 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 7DCA,14831,Automatic (DCT),Petrol,1189990,Rs. 13.52 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 6AMT,14995,Automatic (AMT),Petrol,1189990,Rs. 13.52 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6MT Dark Edition,16543,Manual,Petrol,1189990,Rs. 13.52 Lakh
Tata,Nexon,2333,235,Pure (S) 1.5 Diesel 6AMT,16653,Automatic (AMT),Diesel,1199990,Rs. 13.61 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 7DCA Dual Tone,14981,Automatic (DCT),Petrol,1199990,Rs. 13.63 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 6AMT Dual Tone,14997,Automatic (AMT),Petrol,1199990,Rs. 13.63 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6MT,14879,Manual,Diesel,1209990,Rs. 13.73 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6MT Dual Tone,14983,Manual,Diesel,1219990,Rs. 13.84 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 iCNG,18455,Manual,CNG,1219000,Rs. 13.84 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6AMT,14999,Automatic (AMT),Petrol,1219990,Rs. 13.85 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 7DCA Dark Edition,16533,Automatic (DCT),Petrol,1219990,Rs. 13.85 Lakh
Tata,Nexon,2333,235,Fearless Purple 1.2 Petrol 6MT Dual Tone,14833,Manual,Petrol,1229990,Rs. 13.96 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 iCNG Dual Tone,18487,Manual,CNG,1229990,Rs. 13.96 Lakh
Tata,Nexon,2333,235,Fearless 1.2 Petrol 6MT Dual Tone,15035,Manual,Petrol,1229990,Rs. 13.96 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2  Petrol 6AMT Dark Edition,16539,Automatic (AMT),Petrol,1234990,Rs. 14.02 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6MT Dark Edition,16559,Manual,Diesel,1239990,Rs. 14.06 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 7DCA,15003,Automatic (DCT),Petrol,1239990,Rs. 14.07 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6AMT Dual Tone,15001,Automatic (AMT),Petrol,1239990,Rs. 14.07 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 7DCA Dual Tone,15005,Automatic (DCT),Petrol,1249990,Rs. 14.18 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6MT,15011,Manual,Diesel,1259990,Rs. 14.28 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6AMT Dark Edition,16541,Automatic (AMT),Petrol,1259990,Rs. 14.30 Lakh
Tata,Nexon,2333,235,Fearless 1.2 Petrol 6MT Dark Edition,16551,Manual,Petrol,1264990,Rs. 14.35 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6AMT,14883,Automatic (AMT),Diesel,1269990,Rs. 14.39 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6MT Dual Tone,15013,Manual,Diesel,1269990,Rs. 14.39 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 7DCA,15007,Automatic (DCT),Petrol,1269990,Rs. 14.41 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6AMT Dual Tone,14985,Automatic (AMT),Diesel,1279990,Rs. 14.51 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 7DCA Dark Edition,16537,Automatic (DCT),Petrol,1284990,Rs. 14.57 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6MT,15015,Manual,Diesel,1289990,Rs. 14.62 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 7DCA Dual Tone,15009,Automatic (DCT),Petrol,1289990,Rs. 14.63 Lakh
Tata,Nexon,2333,235,Creative 1.5 Diesel 6AMT Dark Edition,16555,Automatic (AMT),Diesel,1299990,Rs. 14.73 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6MT Dark Edition,16561,Manual,Diesel,1304990,Rs. 14.78 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6MT Dual Tone,15017,Manual,Diesel,1309990,Rs. 14.84 Lakh
Tata,Nexon,2333,235,Fearless Plus 1.2 Petrol 6MT,15117,Manual,Petrol,1309990,Rs. 14.85 Lakh
Tata,Nexon,2333,235,Fearless Purple 1.2 Petrol 6MT,15097,Manual,Petrol,1309990,Rs. 14.85 Lakh
Tata,Nexon,2333,235,Fearless (S) Purple 1.2 Petrol 6MT Dual Tone,15051,Manual,Petrol,1309990,Rs. 14.85 Lakh
Tata,Nexon,2333,235,Fearless (S) 1.2 Petrol 6MT Dual Tone,15095,Manual,Petrol,1309990,Rs. 14.85 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 7DCA Dark Edition,16545,Automatic (DCT),Petrol,1309990,Rs. 14.85 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6MT Dark Edition,16649,Manual,Diesel,1329990,Rs. 15.06 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6AMT,15019,Automatic (AMT),Diesel,1329990,Rs. 15.06 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.2 Petrol 6MT Dual Tone,15119,Manual,Petrol,1329990,Rs. 15.08 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6AMT Dual Tone,15021,Automatic (AMT),Diesel,1339990,Rs. 15.17 Lakh
Tata,Nexon,2333,235,Fearless Purple 1.2 Petrol 7DCA Dual Tone,15045,Automatic (DCT),Petrol,1349990,Rs. 15.30 Lakh
Tata,Nexon,2333,235,Fearless 1.2 Petrol 7DCA Dual Tone,15093,Automatic (DCT),Petrol,1349990,Rs. 15.30 Lakh
Tata,Nexon,2333,235,Fearless Plus 1.2 Petrol 7DCA DT,15121,Automatic (DCT),Petrol,1349990,Rs. 15.30 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6AMT,15023,Automatic (AMT),Diesel,1359990,Rs. 15.40 Lakh
Tata,Nexon,2333,235,Fearless Purple 1.5 Diesel 6MT Dual Tone,15047,Manual,Diesel,1369990,Rs. 15.51 Lakh
Tata,Nexon,2333,235,Fearless 1.5 Diesel 6MT Dual Tone,15031,Manual,Diesel,1369990,Rs. 15.51 Lakh
Tata,Nexon,2333,235,Creative Plus 1.5 Diesel 6AMT Dark Edition,16557,Automatic (AMT),Diesel,1374990,Rs. 15.56 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6AMT Dual Tone,15025,Automatic (AMT),Diesel,1379990,Rs. 15.62 Lakh
Tata,Nexon,2333,235,Fearless (S) 1.2 Petrol 6MT Dark Edition,16553,Manual,Petrol,1379990,Rs. 15.63 Lakh
Tata,Nexon,2333,235,Fearless 1.2 Petrol 7DCA Dark Edition,16547,Automatic (DCT),Petrol,1384990,Rs. 15.69 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.5 Diesel 6AMT Dark Edition,16563,Automatic (AMT),Diesel,1399990,Rs. 15.84 Lakh
Tata,Nexon,2333,235,Fearless 1.5 Diesel 6MT Dark Edition,16565,Manual,Diesel,1404990,Rs. 15.90 Lakh
Tata,Nexon,2333,235,Fearless (S) Purple 1.2 Petrol 7DCA Dual Tone,15053,Automatic (DCT),Petrol,1429990,Rs. 16.19 Lakh
Tata,Nexon,2333,235,Fearless Purple 1.5 Diesel 6AMT Dual Tone,15049,Automatic (AMT),Diesel,1439990,Rs. 16.29 Lakh
Tata,Nexon,2333,235,Fearless 1.5 Diesel 6AMT Dual Tone,15033,Automatic (AMT),Diesel,1439990,Rs. 16.29 Lakh
Tata,Nexon,2333,235,Fearless Plus 1.5 Diesel 6MT Dual Tone,15109,Manual,Diesel,1449990,Rs. 16.40 Lakh
Tata,Nexon,2333,235,Fearless (S) 1.5 Diesel 6MT Dual Tone,15099,Manual,Diesel,1449990,Rs. 16.40 Lakh
Tata,Nexon,2333,235,Fearless (S) Purple 1.5 Diesel 6MT Dual Tone,15055,Manual,Diesel,1449990,Rs. 16.40 Lakh
Tata,Nexon,2333,235,Fearless Plus Purple 1.5 Diesel 6MT Dual Tone,15111,Manual,Diesel,1449990,Rs. 16.40 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.2 Petrol 7DCA Dual Tone,15037,Automatic (DCT),Petrol,1449990,Rs. 16.42 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) Purple 1.2 Petrol 7DCA Dual Tone,14835,Automatic (DCT),Petrol,1449990,Rs. 16.42 Lakh
Tata,Nexon,2333,235,Fearless Plus PS 1.2 iCNG,16425,Manual,CNG,1459000,Rs. 16.52 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) Purple 1.5 Diesel 6MT Dual Tone,14881,Manual,Diesel,1469990,Rs. 16.62 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.5 Diesel 6MT Dual Tone,15039,Manual,Diesel,1469990,Rs. 16.62 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.2 Petrol 7DCA Dark Edition,16549,Automatic (DCT),Petrol,1469990,Rs. 16.64 Lakh
Tata,Nexon,2333,235,Fearless 1.5 Diesel 6AMT Dark Edition,16567,Automatic (AMT),Diesel,1474990,Rs. 16.68 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) Purple 1.2 Petrol 7DCA DT,15043,Automatic (DCT),Petrol,1479990,Rs. 16.75 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.5 Diesel 6MT Dark Edition,16571,Manual,Diesel,1489990,Rs. 16.85 Lakh
Tata,Nexon,2333,235,Fearless (S)1.5 Diesel 6AMT Dual Tone,15101,Automatic (AMT),Diesel,1509990,Rs. 17.34 Lakh
Tata,Nexon,2333,235,Fearless (S) Purple 1.5 Diesel 6AMT Dual Tone,15057,Automatic (AMT),Diesel,1509990,Rs. 17.34 Lakh
Tata,Nexon,2333,235,Fearless Plus 1.5 Diesel 6AMT Dual Tone,15113,Automatic (AMT),Diesel,1509990,Rs. 17.34 Lakh
Tata,Nexon,2333,235,Fearless Plus Purple 1.5 Diesel 6AMT Dual Tone,15115,Automatic (AMT),Diesel,1509990,Rs. 17.34 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.5 Diesel 6AMT Dual Tone,15041,Automatic (AMT),Diesel,1529990,Rs. 17.57 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) Purple 1.5 Diesel 6AMT Dual Tone,14885,Automatic (AMT),Diesel,1529990,Rs. 17.57 Lakh
Tata,Nexon,2333,235,Fearless Plus (S) 1.5 Diesel 6AMT Dark Edition,16569,Automatic (AMT),Diesel,1549990,Rs. 17.79 Lakh
Tata,Tiago,1250,235,XE,13777,Manual,Petrol,499900,Rs. 5.72 Lakh
Tata,Tiago,1250,235,XM,16391,Manual,Petrol,569900,Rs. 6.51 Lakh
Tata,Tiago,1250,235,XT (O),13779,Manual,Petrol,584900,Rs. 6.68 Lakh
Tata,Tiago,1250,235,XE iCNG,13783,Manual,CNG,599900,Rs. 6.84 Lakh
Tata,Tiago,1250,235,XT,13781,Manual,Petrol,599900,Rs. 6.84 Lakh
Tata,Tiago,1250,235,XT Rhythm,13785,Manual,Petrol,639900,Rs. 7.28 Lakh
Tata,Tiago,1250,235,XTA,13789,Automatic (AMT),Petrol,654900,Rs. 7.45 Lakh
Tata,Tiago,1250,235,XM iCNG,13787,Manual,CNG,669900,Rs. 7.62 Lakh
Tata,Tiago,1250,235,XZ Plus (O),16393,Manual,Petrol,679900,Rs. 7.73 Lakh
Tata,Tiago,1250,235,XT iCNG,13795,Manual,CNG,699900,Rs. 7.95 Lakh
Tata,Tiago,1250,235,XZ Plus,13791,Manual,Petrol,699900,Rs. 7.95 Lakh
Tata,Tiago,1250,235,XZ Plus Dual Tone,13793,Manual,Petrol,709900,Rs. 8.06 Lakh
Tata,Tiago,1250,235,XZA Plus (O),16395,Automatic (AMT),Petrol,734900,Rs. 8.33 Lakh
Tata,Tiago,1250,235,XZA Plus,13797,Automatic (AMT),Petrol,754900,Rs. 8.56 Lakh
Tata,Tiago,1250,235,XZA Plus Dual Tone,13799,Automatic (AMT),Petrol,764900,Rs. 8.67 Lakh
Tata,Tiago,1250,235,XTA iCNG,16337,Automatic (AMT),CNG,764900,Rs. 8.67 Lakh
Tata,Tiago,1250,235,XZ Plus iCNG,13801,Manual,CNG,799900,Rs. 9.05 Lakh
Tata,Tiago,1250,235,XZ Plus iCNG Dual Tone,13803,Manual,CNG,809900,Rs. 9.19 Lakh
Tata,Tiago,1250,235,XZA Plus iCNG,16339,Automatic (AMT),CNG,864900,Rs. 9.80 Lakh
Tata,Tiago,1250,235,XZA Plus iCNG Dual Tone,16405,Automatic (AMT),CNG,874900,Rs. 9.91 Lakh
Tata,Harrier,2241,235,Smart,12015,Manual,Diesel,1499000,Rs. 17.47 Lakh
Tata,Harrier,2241,235,Smart (O),15471,Manual,Diesel,1549000,Rs. 18.38 Lakh
Tata,Harrier,2241,235,Pure,12017,Manual,Diesel,1649000,Rs. 19.54 Lakh
Tata,Harrier,2241,235,Pure (O),15473,Manual,Diesel,1699000,Rs. 20.12 Lakh
Tata,Harrier,2241,235,Pure Plus,15401,Manual,Diesel,1819000,Rs. 21.51 Lakh
Tata,Harrier,2241,235,Pure Plus (S),15475,Manual,Diesel,1849000,Rs. 21.86 Lakh
Tata,Harrier,2241,235,Pure Plus (S) Dark Edition,15477,Manual,Diesel,1879000,Rs. 22.20 Lakh
Tata,Harrier,2241,235,Pure Plus AT,15403,Automatic (TC),Diesel,1899000,Rs. 22.43 Lakh
Tata,Harrier,2241,235,Adventure,12019,Manual,Diesel,1919000,Rs. 22.67 Lakh
Tata,Harrier,2241,235,Pure Plus (S) AT,15479,Automatic (TC),Diesel,1949000,Rs. 23.01 Lakh
Tata,Harrier,2241,235,Pure Plus (S) Dark Edition AT,15405,Automatic (TC),Diesel,1979000,Rs. 23.36 Lakh
Tata,Harrier,2241,235,Adventure Plus,12021,Manual,Diesel,2069000,Rs. 24.40 Lakh
Tata,Harrier,2241,235,Adventure Plus Dark Edition,12031,Manual,Diesel,2119000,Rs. 24.98 Lakh
Tata,Harrier,2241,235,Adventure Plus A,12023,Manual,Diesel,2169000,Rs. 25.56 Lakh
Tata,Harrier,2241,235,Adventure Plus AT,12025,Automatic (TC),Diesel,2209000,Rs. 26.02 Lakh
Tata,Harrier,2241,235,Fearless Dual Tone,12027,Manual,Diesel,2249000,Rs. 26.49 Lakh
Tata,Harrier,2241,235,Adventure Plus Dark Edition AT,12037,Automatic (TC),Diesel,2259000,Rs. 26.60 Lakh
Tata,Harrier,2241,235,Fearless Dark Edition,12033,Manual,Diesel,2299000,Rs. 27.06 Lakh
Tata,Harrier,2241,235,Adventure Plus A AT,15481,Automatic (TC),Diesel,2309000,Rs. 27.18 Lakh
Tata,Harrier,2241,235,Fearless Dual Tone AT,12039,Automatic (TC),Diesel,2389000,Rs. 28.11 Lakh
Tata,Harrier,2241,235,Fearless Plus Dual Tone,12029,Manual,Diesel,2399000,Rs. 28.22 Lakh
Tata,Harrier,2241,235,Fearless Dark Edition AT,12043,Automatic (TC),Diesel,2439000,Rs. 28.69 Lakh
Tata,Harrier,2241,235,Fearless Plus Dark Edition,12035,Manual,Diesel,2449000,Rs. 28.80 Lakh
Tata,Harrier,2241,235,Fearless Plus Dual Tone AT,12041,Automatic (TC),Diesel,2539000,Rs. 29.84 Lakh
Tata,Harrier,2241,235,Fearless Plus Dark Edition AT,15385,Automatic (TC),Diesel,2589000,Rs. 30.42 Lakh
Tata,Safari,2219,235,Smart,12045,Manual,Diesel,1549000,Rs. 18.38 Lakh
Tata,Safari,2219,235,Smart (O),15427,Manual,Diesel,1599000,Rs. 18.96 Lakh
Tata,Safari,2219,235,Pure,12047,Manual,Diesel,1699000,Rs. 20.12 Lakh
Tata,Safari,2219,235,Pure (O),15433,Manual,Diesel,1749000,Rs. 20.70 Lakh
Tata,Safari,2219,235,Pure Plus,15407,Manual,Diesel,1869000,Rs. 22.09 Lakh
Tata,Safari,2219,235,Pure Plus S,15435,Manual,Diesel,1899000,Rs. 22.43 Lakh
Tata,Safari,2219,235,Pure Plus S Dark Edition,15439,Manual,Diesel,1929000,Rs. 22.78 Lakh
Tata,Safari,2219,235,Pure Plus AT,15409,Automatic (TC),Diesel,1949000,Rs. 23.01 Lakh
Tata,Safari,2219,235,Pure Plus S AT,15447,Automatic (TC),Diesel,1999000,Rs. 23.59 Lakh
Tata,Safari,2219,235,Adventure,12049,Manual,Diesel,1999000,Rs. 23.59 Lakh
Tata,Safari,2219,235,Pure Plus S Dark Edition AT,15411,Automatic (TC),Diesel,2029000,Rs. 23.94 Lakh
Tata,Safari,2219,235,Adventure Plus,12051,Manual,Diesel,2149000,Rs. 25.33 Lakh
Tata,Safari,2219,235,Adventure Plus Dark Edition,12061,Manual,Diesel,2199000,Rs. 25.91 Lakh
Tata,Safari,2219,235,Adventure Plus A,12053,Manual,Diesel,2249000,Rs. 26.49 Lakh
Tata,Safari,2219,235,Adventure Plus AT,12055,Automatic (TC),Diesel,2289000,Rs. 26.95 Lakh
Tata,Safari,2219,235,Adventure Plus Dark Edition AT,15379,Automatic (TC),Diesel,2339000,Rs. 27.53 Lakh
Tata,Safari,2219,235,Accomplished Dual Tone,12057,Manual,Diesel,2349000,Rs. 27.64 Lakh
Tata,Safari,2219,235,Accomplished Dark Edition,12063,Manual,Diesel,2379000,Rs. 27.99 Lakh
Tata,Safari,2219,235,Adventure Plus A AT,15449,Automatic (TC),Diesel,2389000,Rs. 28.11 Lakh
Tata,Safari,2219,235,Accomplished Dual Tone AT,15375,Automatic (TC),Diesel,2489000,Rs. 29.26 Lakh
Tata,Safari,2219,235,Accomplished Plus Dual Tone,12059,Manual,Diesel,2499000,Rs. 29.38 Lakh
Tata,Safari,2219,235,Accomplished Plus 6 STR Dual Tone,15441,Manual,Diesel,2509000,Rs. 29.50 Lakh
Tata,Safari,2219,235,Accomplished Dark Edition AT,15381,Automatic (TC),Diesel,2519000,Rs. 29.61 Lakh
Tata,Safari,2219,235,Accomplished Plus Dark Edition,15361,Manual,Diesel,2529000,Rs. 29.73 Lakh
Tata,Safari,2219,235,Accomplished Plus 6 STR Dark Edition,15443,Manual,Diesel,2539000,Rs. 29.84 Lakh
Tata,Safari,2219,235,Accomplished Plus Dual Tone AT,15377,Automatic (TC),Diesel,2639000,Rs. 31.00 Lakh
Tata,Safari,2219,235,Accomplished Plus 6 STR Dual Tone AT,15453,Automatic (TC),Diesel,2649000,Rs. 31.12 Lakh
Tata,Safari,2219,235,Accomplished Plus Dark Edition AT,15383,Automatic (TC),Diesel,2669000,Rs. 31.35 Lakh
Tata,Safari,2219,235,Accomplished Plus 6 STR Dark Edition AT,15455,Automatic (TC),Diesel,2679000,Rs. 31.46 Lakh
Tata,Altroz,1151,235,XE Petrol,13705,Manual,Petrol,649900,Rs. 7.40 Lakh
Tata,Altroz,1151,235,XM Petrol,14509,Manual,Petrol,674900,Rs. 7.67 Lakh
Tata,Altroz,1151,235,XM (S) Petrol,14511,Manual,Petrol,699900,Rs. 7.95 Lakh
Tata,Altroz,1151,235,XM Plus Petrol,13709,Manual,Petrol,739900,Rs. 8.39 Lakh
Tata,Altroz,1151,235,XE iCNG,11917,Manual,CNG,744900,Rs. 8.45 Lakh
Tata,Altroz,1151,235,XM Plus (S),14237,Manual,Petrol,774900,Rs. 8.78 Lakh
Tata,Altroz,1151,235,XT Petrol,13711,Manual,Petrol,799900,Rs. 9.05 Lakh
Tata,Altroz,1151,235,XM Plus iCNG,13839,Manual,CNG,824900,Rs. 9.36 Lakh
Tata,Altroz,1151,235,XMA Plus Petrol,13719,Automatic (DCT),Petrol,839900,Rs. 9.53 Lakh
Tata,Altroz,1151,235,XZ Petrol,13717,Manual,Petrol,849900,Rs. 9.64 Lakh
Tata,Altroz,1151,235,XM Plus (S) iCNG,13841,Manual,CNG,859900,Rs. 9.75 Lakh
Tata,Altroz,1151,235,XM Plus Diesel,13749,Manual,Diesel,869900,Rs. 9.85 Lakh
Tata,Altroz,1151,235,XMA Plus (S),14239,Automatic (DCT),Petrol,874900,Rs. 9.91 Lakh
Tata,Altroz,1151,235,XZ LUX,17499,Manual,Petrol,889900,Rs. 10.08 Lakh
Tata,Altroz,1151,235,XTA Petrol,13723,Automatic (DCT),Petrol,899900,Rs. 10.19 Lakh
Tata,Altroz,1151,235,XZ Plus (S),14241,Manual,Petrol,899990,Rs. 10.19 Lakh
Tata,Altroz,1151,235,XM Plus (S) Diesel,14257,Manual,Diesel,904900,Rs. 10.23 Lakh
Tata,Altroz,1151,235,XZ i-Turbo Petrol,13725,Manual,Petrol,919900,Rs. 10.41 Lakh
Tata,Altroz,1151,235,XT Diesel,13729,Manual,Diesel,929900,Rs. 10.51 Lakh
Tata,Altroz,1151,235,XZ Plus (S) Dark Edition,14243,Manual,Petrol,939990,Rs. 10.63 Lakh
Tata,Altroz,1151,235,Racer R1,11943,Manual,Petrol,949000,Rs. 10.73 Lakh
Tata,Altroz,1151,235,XZ iCNG,13843,Manual,CNG,949900,Rs. 10.74 Lakh
Tata,Altroz,1151,235,XZ Plus (S) LUX,17501,Manual,Petrol,954990,Rs. 10.80 Lakh
Tata,Altroz,1151,235,XZA Petrol,13735,Automatic (DCT),Petrol,959900,Rs. 10.85 Lakh
Tata,Altroz,1151,235,XZ Plus i-Turbo (S),14253,Manual,Petrol,969990,Rs. 10.96 Lakh
Tata,Altroz,1151,235,XZ Diesel,13737,Manual,Diesel,979900,Rs. 11.06 Lakh
Tata,Altroz,1151,235,XZ Plus (O) (S),14245,Manual,Petrol,979900,Rs. 11.07 Lakh
Tata,Altroz,1151,235,XZ Plus (S) Lux Dark Edition Petrol,17991,Manual,Petrol,979990,Rs. 11.07 Lakh
Tata,Altroz,1151,235,XZ Lux CNG,17999,Manual,CNG,989900,Rs. 11.18 Lakh
Tata,Altroz,1151,235,XZA Lux Petrol,17993,Automatic (DCT),Petrol,999900,Rs. 11.29 Lakh
Tata,Altroz,1151,235,XZ Plus (S) iCNG,13845,Manual,CNG,999990,Rs. 11.30 Lakh
Tata,Altroz,1151,235,XZA Plus (S),14247,Automatic (DCT),Petrol,999990,Rs. 11.30 Lakh
Tata,Altroz,1151,235,XZ Plus i-Turbo (S) Dark Edition,14255,Manual,Petrol,1009990,Rs. 11.51 Lakh
Tata,Altroz,1151,235,XZ LUX Diesel,18003,Manual,Diesel,1019900,Rs. 11.61 Lakh
Tata,Altroz,1151,235,XZ Plus (S) Diesel,14259,Manual,Diesel,1029990,Rs. 11.72 Lakh
Tata,Altroz,1151,235,XZA Plus (S) Dark Edition,14249,Automatic (DCT),Petrol,1029990,Rs. 11.73 Lakh
Tata,Altroz,1151,235,Racer R2,17421,Manual,Petrol,1049000,Rs. 11.94 Lakh
Tata,Altroz,1151,235,XZ Plus (S) Lux CNG,18001,Manual,CNG,1054990,Rs. 12.01 Lakh
Tata,Altroz,1151,235,XZA Plus (S) Lux Petrol,17995,Automatic (DCT),Petrol,1054990,Rs. 12.01 Lakh
Tata,Altroz,1151,235,XZ Plus (S) Dark Edition Diesel,14261,Manual,Diesel,1069990,Rs. 12.16 Lakh
Tata,Altroz,1151,235,XZA Plus (S) Lux Dark Edition Petrol,17997,Automatic (DCT),Petrol,1075990,Rs. 12.24 Lakh
Tata,Altroz,1151,235,XZA Plus (O) (S),14251,Automatic (DCT),Petrol,1079900,Rs. 12.29 Lakh
Tata,Altroz,1151,235,XZ Plus (O) (S) iCNG,13847,Manual,CNG,1079900,Rs. 12.29 Lakh
Tata,Altroz,1151,235,XZ Plus (S) LUX Diesel,18005,Manual,Diesel,1084990,Rs. 12.33 Lakh
Tata,Altroz,1151,235,Racer R3,17423,Manual,Petrol,1099000,Rs. 12.50 Lakh
Tata,Tigor,1277,235,XE,13815,Manual,Petrol,599900,Rs. 6.84 Lakh
Tata,Tigor,1277,235,XM,13817,Manual,Petrol,659900,Rs. 7.51 Lakh
Tata,Tigor,1277,235,XMA,13821,Automatic (AMT),Petrol,719900,Rs. 8.17 Lakh
Tata,Tigor,1277,235,XZ,13819,Manual,Petrol,729900,Rs. 8.28 Lakh
Tata,Tigor,1277,235,XM iCNG,13823,Manual,CNG,759900,Rs. 8.61 Lakh
Tata,Tigor,1277,235,XZ Plus,13825,Manual,Petrol,779900,Rs. 8.83 Lakh
Tata,Tigor,1277,235,XZ iCNG,13829,Manual,CNG,824900,Rs. 9.36 Lakh
Tata,Tigor,1277,235,XZA Plus,13831,Automatic (AMT),Petrol,839900,Rs. 9.53 Lakh
Tata,Tigor,1277,235,XZA iCNG,16343,Automatic (AMT),CNG,869900,Rs. 9.86 Lakh
Tata,Tigor,1277,235,XZ Plus iCNG,13835,Manual,CNG,879900,Rs. 9.97 Lakh
Tata,Tigor,1277,235,XZA Plus iCNG,16345,Automatic (AMT),CNG,939900,Rs. 10.63 Lakh
Tata,Tiago EV,1266,235,XE Medium Range,9161,Automatic,Electric,799000,Rs. 8.41 Lakh
Tata,Tiago EV,1266,235,XT Medium Range,11057,Automatic,Electric,899000,Rs. 10.38 Lakh
Tata,Tiago EV,1266,235,XT Long Range,11059,Automatic,Electric,999000,Rs. 11.51 Lakh
Tata,Tiago EV,1266,235,XZ Plus Long Range,11061,Automatic,Electric,1049000,Rs. 12.18 Lakh
Tata,Tiago EV,1266,235,XZ Plus Long Range Fast Charger,11065,Automatic,Electric,1099000,Rs. 12.75 Lakh
Tata,Tiago EV,1266,235,XZ Plus Tech LUX Long Range,11063,Automatic,Electric,1099000,Rs. 12.75 Lakh
Tata,Tiago EV,1266,235,XZ Plus Tech LUX Long Range Fast Charger,11067,Automatic,Electric,1149000,Rs. 13.33 Lakh
Tata,Punch EV,2495,235,Smart 3.3,16089,Automatic,Electric,999000,Rs. 11.51 Lakh
Tata,Punch EV,2495,235,Smart Plus 3.3,16087,Automatic,Electric,1099000,Rs. 12.75 Lakh
Tata,Punch EV,2495,235,Adventure 3.3,16085,Automatic,Electric,1169000,Rs. 13.55 Lakh
Tata,Punch EV,2495,235,Adventure (S) 3.3,16083,Automatic,Electric,1199000,Rs. 13.90 Lakh
Tata,Punch EV,2495,235,Empowered 3.3,16081,Automatic,Electric,1249000,Rs. 14.47 Lakh
Tata,Punch EV,2495,235,Empowered (S) 3.3,16079,Automatic,Electric,1269000,Rs. 14.70 Lakh
Tata,Punch EV,2495,235,Empowered Plus 3.3,16077,Automatic,Electric,1269000,Rs. 14.70 Lakh
Tata,Punch EV,2495,235,Adventure Long Range 3.3,16073,Automatic,Electric,1269000,Rs. 14.76 Lakh
